User_ID,Age,Gender,Annual_Income,Risk_Tolerance,Investment_Goal,Preferred_Sector,Investment_Horizon,Current_Investments,Recommended_Portfolio
U2088,36,Male,63865,Low,House Purchase,Healthcare,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2089,40,Other,139190,Low,Wealth Growth,Energy,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2090,48,Male,166843,Medium,Education,Consumer Goods,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2091,57,Female,67278,High,Education,Tech,Short-term,Bonds,"70% Stocks, 20% Bonds, 10% Crypto"
U2092,27,Female,69062,Medium,Wealth Growth,Tech,Long-term,Crypto,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2093,21,Male,29560,High,Emergency Fund,Consumer Goods,Medium-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U2094,27,Other,111914,Medium,Education,Consumer Goods,Long-term,Mixed Portfolio,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2095,25,Male,153067,Medium,Emergency Fund,Consumer Goods,Long-term,Crypto,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2096,57,Other,60313,High,Emergency Fund,Consumer Goods,Long-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U2097,23,Female,26544,Medium,Retirement,Healthcare,Medium-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2098,55,Male,138791,Low,Education,Finance,Short-term,Bonds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2099,43,Male,149747,Medium,Retirement,Energy,Long-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U2100,26,Female,41003,Low,Emergency Fund,Tech,Short-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2101,22,Other,113040,Medium,Wealth Growth,Healthcare,Long-term,Crypto,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2102,50,Male,99006,High,Wealth Growth,Real Estate,Short-term,Bonds,"60% Real Estate, 30% Stocks, 10% Bonds"
U2103,32,Male,82817,Medium,Emergency Fund,Energy,Short-term,Mutual Funds,"60% Real Estate, 30% Stocks, 10% Bonds"
U2104,24,Other,193562,Medium,Education,Consumer Goods,Short-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2105,63,Male,75514,Medium,Retirement,Energy,Long-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U2106,52,Male,137921,Medium,Wealth Growth,Finance,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2107,51,Female,159564,Low,House Purchase,Tech,Long-term,Mixed Portfolio,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2108,41,Male,111676,Medium,Wealth Growth,Real Estate,Medium-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U2109,51,Male,117258,Medium,Emergency Fund,Consumer Goods,Long-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2110,43,Female,172167,Low,Emergency Fund,Consumer Goods,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2111,21,Female,40697,Low,Education,Real Estate,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2112,24,Female,176194,Medium,Emergency Fund,Healthcare,Long-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2113,58,Male,165943,Low,Wealth Growth,Energy,Medium-term,Bonds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2114,26,Female,31517,High,Emergency Fund,Tech,Short-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U2115,58,Male,117670,Low,House Purchase,Finance,Long-term,Mutual Funds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2116,33,Male,183423,Low,Wealth Growth,Energy,Long-term,Stocks,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2117,62,Male,83766,High,Wealth Growth,Tech,Short-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U2118,60,Female,94871,Medium,Education,Tech,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2119,30,Male,177819,High,Education,Energy,Long-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U2120,62,Male,111590,Medium,House Purchase,Real Estate,Short-term,Mutual Funds,"60% Real Estate, 30% Stocks, 10% Bonds"
U2121,44,Female,73168,Low,House Purchase,Consumer Goods,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2122,46,Male,98415,High,House Purchase,Finance,Medium-term,Bonds,"70% Stocks, 20% Bonds, 10% Crypto"
U2123,36,Female,30915,Medium,Retirement,Energy,Short-term,Bonds,"60% Real Estate, 30% Stocks, 10% Bonds"
U2124,27,Female,79017,Low,Retirement,Finance,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2125,58,Other,83283,Medium,Retirement,Real Estate,Long-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U2126,27,Female,90310,Medium,Wealth Growth,Tech,Medium-term,Bonds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2127,41,Male,40067,High,Retirement,Finance,Medium-term,Real Estate,"70% Stocks, 20% Bonds, 10% Crypto"
U2128,26,Female,108396,High,House Purchase,Healthcare,Short-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U2129,43,Male,82040,High,Education,Tech,Short-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U2130,46,Male,106336,Medium,Wealth Growth,Finance,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2131,23,Male,186018,Low,Emergency Fund,Energy,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2132,20,Male,167202,Low,Retirement,Finance,Long-term,Real Estate,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2133,53,Female,114102,Low,House Purchase,Tech,Medium-term,Crypto,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2134,52,Male,117586,Low,House Purchase,Real Estate,Long-term,Mutual Funds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2135,64,Male,66741,High,Retirement,Healthcare,Long-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U2136,57,Female,127418,Low,Retirement,Real Estate,Medium-term,Mixed Portfolio,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2137,48,Female,32613,Medium,House Purchase,Finance,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2138,52,Male,73913,Low,Emergency Fund,Healthcare,Short-term,Real Estate,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2139,52,Female,74223,Low,Retirement,Tech,Medium-term,Crypto,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2140,56,Male,51056,Low,Education,Energy,Medium-term,Mutual Funds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2141,20,Other,148364,Low,Retirement,Energy,Short-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2142,42,Female,26500,Medium,Retirement,Consumer Goods,Long-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2143,21,Other,35692,Low,Retirement,Healthcare,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2144,38,Female,113261,Medium,House Purchase,Energy,Long-term,Bonds,"60% Real Estate, 30% Stocks, 10% Bonds"
U2145,29,Male,79179,Low,Education,Energy,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2146,25,Female,28723,Low,Retirement,Consumer Goods,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2147,20,Male,111175,High,Emergency Fund,Tech,Long-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U2148,47,Other,163106,High,Retirement,Healthcare,Long-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U2149,24,Other,175653,Low,House Purchase,Real Estate,Long-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2150,43,Male,158030,Low,Wealth Growth,Consumer Goods,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2151,36,Male,178883,Low,Education,Real Estate,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2152,62,Male,127400,Medium,Education,Healthcare,Long-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2153,54,Male,82905,Medium,Retirement,Consumer Goods,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2154,35,Female,141841,Medium,Wealth Growth,Tech,Long-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2155,29,Other,126490,Low,Emergency Fund,Healthcare,Short-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2156,52,Male,59261,Low,Wealth Growth,Real Estate,Short-term,Mutual Funds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2157,53,Male,147209,Low,Emergency Fund,Healthcare,Medium-term,Real Estate,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2158,32,Male,59599,Low,Retirement,Energy,Long-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2159,58,Male,147052,High,House Purchase,Consumer Goods,Long-term,Real Estate,"70% Stocks, 20% Bonds, 10% Crypto"
U2160,59,Male,175355,Low,Education,Real Estate,Long-term,Real Estate,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2161,28,Female,181494,High,Wealth Growth,Finance,Long-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2162,20,Female,172730,Medium,Wealth Growth,Healthcare,Medium-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2163,36,Female,175413,Low,House Purchase,Finance,Medium-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2164,50,Other,85039,Low,Emergency Fund,Real Estate,Short-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2165,36,Female,82145,Medium,Wealth Growth,Real Estate,Long-term,Bonds,"60% Real Estate, 30% Stocks, 10% Bonds"
U2166,32,Female,175860,Low,Education,Real Estate,Long-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2167,22,Female,126271,High,Emergency Fund,Healthcare,Short-term,Bonds,"80% Stocks, 10% Crypto, 10% Cash"
U2168,42,Male,24422,High,Wealth Growth,Tech,Short-term,Stocks,"70% Stocks, 20% Bonds, 10% Crypto"
U2169,26,Female,133833,Low,Emergency Fund,Real Estate,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2170,53,Other,46208,Low,Education,Real Estate,Medium-term,Mixed Portfolio,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2171,42,Male,131617,Low,Emergency Fund,Finance,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2172,34,Male,194599,Low,Education,Real Estate,Medium-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2173,40,Female,143132,Medium,Retirement,Real Estate,Short-term,Bonds,"60% Real Estate, 30% Stocks, 10% Bonds"
U2174,20,Female,119333,High,Emergency Fund,Healthcare,Short-term,Bonds,"80% Stocks, 10% Crypto, 10% Cash"
U2175,27,Male,61409,Low,Emergency Fund,Tech,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2176,63,Female,63869,Low,Wealth Growth,Consumer Goods,Medium-term,Crypto,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2177,28,Female,198989,High,House Purchase,Energy,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2178,59,Female,133827,Medium,Emergency Fund,Real Estate,Short-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U2179,36,Female,132938,Medium,Wealth Growth,Finance,Long-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2180,59,Female,170481,Medium,Wealth Growth,Tech,Medium-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2181,49,Female,63745,High,Wealth Growth,Energy,Medium-term,Stocks,"70% Stocks, 20% Bonds, 10% Crypto"
U2182,56,Female,80624,Medium,House Purchase,Energy,Medium-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U2183,49,Female,48417,Low,Emergency Fund,Real Estate,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2184,24,Female,183365,Medium,Wealth Growth,Finance,Long-term,Bonds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2185,56,Female,88452,Low,House Purchase,Real Estate,Short-term,Crypto,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2186,29,Female,89676,Low,Education,Consumer Goods,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2187,59,Female,33481,Low,Education,Energy,Short-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2188,50,Female,155044,Medium,Emergency Fund,Finance,Short-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2189,61,Female,99531,High,Retirement,Consumer Goods,Long-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U2190,62,Female,120827,Low,Education,Consumer Goods,Short-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2191,39,Male,88712,High,House Purchase,Healthcare,Short-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U2192,28,Male,25167,Medium,Education,Finance,Short-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2193,60,Female,120844,Medium,Education,Tech,Short-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2194,54,Male,160065,Low,Wealth Growth,Energy,Long-term,Bonds,"70% Stocks, 20% Bonds, 10% Crypto"
U2195,44,Female,191142,Low,Emergency Fund,Finance,Short-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2196,41,Female,39640,Medium,Retirement,Consumer Goods,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2197,26,Male,152926,Medium,Education,Finance,Long-term,Mixed Portfolio,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2198,51,Female,66688,High,Education,Consumer Goods,Long-term,Real Estate,"70% Stocks, 20% Bonds, 10% Crypto"
U2199,55,Female,113136,Medium,Retirement,Consumer Goods,Medium-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U2200,51,Female,24522,Medium,House Purchase,Real Estate,Long-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U2201,26,Female,154770,Medium,House Purchase,Energy,Long-term,Stocks,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2202,33,Female,177206,Medium,House Purchase,Tech,Long-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2203,25,Male,126744,Low,House Purchase,Energy,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2204,29,Female,189699,Low,House Purchase,Energy,Medium-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2205,50,Female,107977,Medium,Retirement,Energy,Long-term,Mutual Funds,"60% Real Estate, 30% Stocks, 10% Bonds"
U2206,38,Female,66940,Low,Education,Tech,Long-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2207,22,Female,76956,Low,House Purchase,Real Estate,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2208,23,Male,38575,Low,Education,Finance,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2209,31,Other,36120,High,Education,Consumer Goods,Long-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U2210,50,Female,54035,High,Wealth Growth,Healthcare,Short-term,Crypto,"70% Stocks, 20% Bonds, 10% Crypto"
U2211,22,Female,65716,Medium,Emergency Fund,Energy,Short-term,Bonds,"60% Real Estate, 30% Stocks, 10% Bonds"
U2212,28,Male,82962,High,House Purchase,Healthcare,Medium-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U2213,25,Female,148734,High,Education,Healthcare,Short-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U2214,31,Female,160942,High,House Purchase,Tech,Medium-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U2215,25,Other,33312,High,House Purchase,Finance,Short-term,Real Estate,"70% Stocks, 20% Bonds, 10% Crypto"
U2216,47,Female,122027,Medium,House Purchase,Healthcare,Short-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U2217,45,Male,156969,Medium,Retirement,Real Estate,Short-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U2218,35,Other,22980,Medium,Wealth Growth,Healthcare,Long-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2219,26,Male,177956,Medium,Wealth Growth,Healthcare,Long-term,Mutual Funds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2220,31,Female,70040,Medium,Emergency Fund,Consumer Goods,Medium-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2221,55,Male,103259,High,House Purchase,Consumer Goods,Long-term,Stocks,"80% Stocks, 10% Crypto, 10% Cash"
U2222,60,Male,131876,Medium,Retirement,Energy,Long-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U2223,49,Male,171409,High,House Purchase,Tech,Medium-term,Crypto,"80% Stocks, 10% Crypto, 10% Cash"
U2224,63,Female,198726,High,Retirement,Tech,Medium-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U2225,35,Male,75973,Medium,Emergency Fund,Energy,Long-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U2226,46,Male,154151,High,House Purchase,Consumer Goods,Medium-term,Bonds,"80% Stocks, 10% Crypto, 10% Cash"
U2227,62,Female,48291,Medium,Wealth Growth,Consumer Goods,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2228,44,Male,157289,Medium,House Purchase,Finance,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2229,39,Male,105127,Medium,House Purchase,Energy,Long-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U2230,27,Male,63362,High,Wealth Growth,Real Estate,Medium-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U2231,29,Female,181097,High,House Purchase,Finance,Short-term,Stocks,"80% Stocks, 10% Crypto, 10% Cash"
U2232,64,Male,24203,Low,Retirement,Healthcare,Long-term,Mutual Funds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2233,27,Female,97582,Low,Emergency Fund,Energy,Medium-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U2234,38,Other,198019,Medium,House Purchase,Real Estate,Long-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U2235,26,Other,173199,Low,Wealth Growth,Energy,Long-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2236,29,Male,151340,Medium,Wealth Growth,Finance,Long-term,Mixed Portfolio,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2237,56,Female,128395,Medium,Wealth Growth,Finance,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2238,56,Male,161855,High,Emergency Fund,Finance,Short-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U2239,20,Other,132553,Medium,Education,Real Estate,Short-term,Mutual Funds,"60% Real Estate, 30% Stocks, 10% Bonds"
U2240,53,Other,25693,Medium,Wealth Growth,Consumer Goods,Long-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2241,46,Male,131237,High,Retirement,Finance,Long-term,Stocks,"80% Stocks, 10% Crypto, 10% Cash"
U2242,51,Female,170676,Low,Education,Tech,Long-term,Bonds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2243,33,Female,132037,Medium,Retirement,Real Estate,Long-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U2244,40,Male,123177,High,Education,Finance,Medium-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U2245,53,Male,51901,Low,Retirement,Energy,Medium-term,Mutual Funds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2246,38,Female,43552,Medium,Emergency Fund,Healthcare,Long-term,Crypto,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2247,60,Female,115082,Medium,Emergency Fund,Energy,Short-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2248,59,Male,170244,High,Education,Healthcare,Long-term,Bonds,"80% Stocks, 10% Crypto, 10% Cash"
U2249,40,Female,81320,Low,Education,Real Estate,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2250,55,Male,165205,Medium,Emergency Fund,Finance,Short-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2251,27,Male,102214,Low,Retirement,Energy,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2252,29,Female,136480,Medium,Emergency Fund,Tech,Medium-term,Stocks,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2253,56,Female,167626,Low,Retirement,Consumer Goods,Short-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2254,61,Female,144454,Low,Emergency Fund,Tech,Medium-term,Crypto,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2255,26,Female,56106,Low,Retirement,Consumer Goods,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2256,36,Male,131625,Low,Education,Finance,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2257,49,Male,30546,Medium,Retirement,Healthcare,Long-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2258,27,Other,149249,High,Retirement,Healthcare,Medium-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2259,59,Male,160590,Medium,House Purchase,Tech,Short-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2260,59,Female,92983,High,Education,Energy,Short-term,Bonds,"70% Stocks, 20% Bonds, 10% Crypto"
U2261,52,Male,123573,High,Retirement,Finance,Long-term,Stocks,"80% Stocks, 10% Crypto, 10% Cash"
U2262,60,Other,143643,Low,House Purchase,Healthcare,Long-term,Real Estate,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2263,62,Female,27906,Low,Emergency Fund,Finance,Medium-term,Real Estate,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2264,59,Female,95939,Medium,Wealth Growth,Finance,Long-term,Stocks,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2265,25,Male,137257,Medium,House Purchase,Healthcare,Long-term,Mixed Portfolio,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2266,42,Female,111821,Medium,Emergency Fund,Healthcare,Long-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2267,53,Female,85607,High,Retirement,Healthcare,Long-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U2268,30,Female,101763,Medium,Education,Finance,Long-term,Mixed Portfolio,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2269,28,Other,175804,Medium,Education,Energy,Short-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U2270,54,Female,127688,Low,House Purchase,Consumer Goods,Medium-term,Crypto,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2271,40,Other,131018,Low,Wealth Growth,Tech,Medium-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2272,46,Female,121387,Medium,Emergency Fund,Real Estate,Medium-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U2273,35,Male,37471,High,Emergency Fund,Finance,Long-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U2274,59,Male,51838,Medium,Education,Tech,Long-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2275,40,Male,135980,Medium,Retirement,Tech,Short-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2276,30,Female,109425,Medium,Retirement,Healthcare,Medium-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2277,49,Male,41274,Medium,Retirement,Finance,Long-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2278,22,Male,154286,Medium,House Purchase,Tech,Medium-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2279,45,Female,65305,Medium,Wealth Growth,Consumer Goods,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2280,25,Female,99357,Low,Wealth Growth,Healthcare,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2281,56,Female,114668,High,House Purchase,Real Estate,Short-term,Stocks,"80% Stocks, 10% Crypto, 10% Cash"
U2282,48,Female,57806,Low,Emergency Fund,Healthcare,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2283,43,Male,175732,Medium,Emergency Fund,Consumer Goods,Medium-term,Mixed Portfolio,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2284,44,Male,22725,High,Emergency Fund,Tech,Long-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U2285,35,Male,195590,Medium,Emergency Fund,Tech,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2286,21,Male,108366,Low,Retirement,Consumer Goods,Short-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2287,55,Female,36854,Low,Education,Tech,Medium-term,Stocks,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2288,34,Female,115233,Low,Education,Real Estate,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2289,53,Male,196550,Medium,Retirement,Healthcare,Long-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2290,25,Female,71191,High,Education,Energy,Medium-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U2291,34,Male,46758,Medium,Emergency Fund,Energy,Short-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2292,48,Female,159175,High,Retirement,Real Estate,Medium-term,Stocks,"80% Stocks, 10% Crypto, 10% Cash"
U2293,58,Male,111612,Low,Emergency Fund,Healthcare,Short-term,Mixed Portfolio,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2294,63,Male,166984,Medium,Emergency Fund,Tech,Medium-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
